Deeply Under Construction.

row     status      agegrp      cond        duration
----------------------------------------------------
 57481  recovered   age40_59    54|66      
 57484  recovered   age40_59    47|75|95   
 57486  recovered   age40_59    59|68      
 57488  recovered   age40_59    46|81      
 57491  recovered   age40_59    46|63      
 57495  recovered   age40_59    44|65      
 57497  recovered   age40_59    47|79      
 57500  recovered   age40_59    46|60      
 57502  recovered   age40_59    45|63      
 57507  recovered   age40_59    52|61      
 57508  recovered   age40_59    55|80      
 57510  recovered   age40_59    66|78      
 57511  recovered   age40_59    53|68|78   
 57512  recovered   age40_59    54|64      
 57516  recovered   age40_59    76|86      
 57518  recovered   age40_59    56|69      
 57523  recovered   age40_59    53|63      
 57525  recovered   age40_59    45|62      
 57527  recovered   age40_59    57|89      
 57528  recovered   age40_59    55|67      
 57529  recovered   age40_59    48|59      
 57531  recovered   age40_59    51|114     
 57532  recovered   age40_59    60|70      
 57533  recovered   age40_59    52|77      
 57536  recovered   age40_59    52|65|91   
 57542  recovered   age40_59    51|63      
 57545  recovered   age40_59    55|97      
 57549  recovered   age40_59    33|57|68   
 57550  recovered   age40_59    46|105     
 57553  recovered   age40_59    56|65      
 57554  recovered   age40_59    61|87      
 57555  recovered   age40_59    50|74      
 57565  recovered   age40_59    49|61|73   
 57567  recovered   age40_59    49|72|87   
 57573  recovered   age40_59    47|63      
 57577  recovered   age40_59    60|78      
 57578  recovered   age40_59    59|76      
 57579  recovered   age40_59    51|71      
 57580  recovered   age40_59    64|78      
 57581  recovered   age40_59    57|71      
 57582  recovered   age40_59    51|62|73   
 57583  recovered   age40_59    69|86      
 57586  recovered   age40_59    48|77      
 57590  recovered   age40_59    74|93      
 57591  recovered   age40_59    56|76      
 57592  recovered   age40_59    35|60      
 57594  recovered   age40_59    50|61|73|91
 57595  recovered   age40_59    56|67      
 57596  recovered   age40_59    33|67|82   
 57597  recovered   age40_59    45|61      
 57599  recovered   age40_59    54|67      
 57602  recovered   age40_59    53|75|97   
 57603  recovered   age40_59    66|88      
 57604  recovered   age40_59    52|69|98   
 57605  recovered   age40_59    64|75      
 57606  recovered   age40_59    57|85      
 57607  recovered   age40_59    53|77      
 57613  recovered   age40_59    46|72      
 57615  recovered   age40_59    50|60      
 57617  recovered   age40_59    42|72|112  
 57618  recovered   age40_59    64|73      
 57619  recovered   age40_59    39|63|72   
 57626  recovered   age40_59    66|76      
 57627  recovered   age40_59    62|88      
 57631  recovered   age40_59    52|122     
 57632  recovered   age40_59    38|74|84   
 57633  recovered   age40_59    46|69      
 57634  recovered   age40_59    52|83      
 57640  recovered   age40_59    53|63      
 57641  recovered   age40_59    53|100     
 57643  recovered   age40_59    59|71      
 57650  recovered   age40_59    46|72      
 57654  recovered   age40_59    48|68      
 57655  recovered   age40_59    59|73|96   
 57658  recovered   age40_59    60|75      
 57659  recovered   age40_59    57|79      
 57660  recovered   age40_59    55|75      
 57664  recovered   age40_59    43|63      
 57666  recovered   age40_59    39|58      
 57669  recovered   age40_59    48|59      
 57671  recovered   age40_59    44|53|70   
 57673  recovered   age40_59    57|81      
 57674  recovered   age40_59    62|75      
 57677  recovered   age40_59    51|90      
 57679  recovered   age40_59    50|67      
 57684  recovered   age40_59    45|73|88   
 57687  recovered   age40_59    47|60|79   
 57690  recovered   age40_59    71|98      
 57692  recovered   age40_59    57|86      
 57694  recovered   age40_59    49|60      
 57695  recovered   age40_59    44|104     
 57702  recovered   age40_59    42|97      
 57707  recovered   age40_59    72|109     
 57708  recovered   age40_59    68|80      
 57709  recovered   age40_59    52|71      
 57710  recovered   age40_59    63|73      
 57711  recovered   age40_59    45|56      
 57713  recovered   age40_59    52|68      
 57714  recovered   age40_59    31|62|73   
 57719  recovered   age40_59    48|60      
 57720  recovered   age40_59    70|84      
 57722  recovered   age40_59    58|76      
 57727  recovered   age40_59    58|129     
 57736  recovered   age40_59    58|81      
 57741  recovered   age40_59    58|73      
 57742  recovered   age40_59    39|54      
 57744  recovered   age40_59    46|62      
 57745  recovered   age40_59    50|68|87   
 57748  recovered   age40_59    51|64      
 57757  recovered   age40_59    59|70      
 57759  recovered   age40_59    58|93      
 57765  recovered   age40_59    42|84      
 57766  recovered   age40_59    51|65      
 57767  recovered   age40_59    58|80      
 57775  recovered   age40_59    58|74      
 57776  recovered   age40_59    51|68|77   
 57777  recovered   age40_59    38|58      
 57778  recovered   age40_59    59|83      
 57779  recovered   age40_59    48|60      
 57780  recovered   age40_59    57|79      
 57781  recovered   age40_59    60|79      
 57784  recovered   age40_59    55|73      
 57785  recovered   age40_59    39|52      
 57786  recovered   age40_59    44|63      
 57788  recovered   age40_59    60|77      
 57789  recovered   age40_59    56|66      
 57792  recovered   age40_59    42|74      
 57793  recovered   age40_59    59|73      
 57795  recovered   age40_59    51|63      
 57796  recovered   age40_59    60|91      
 57799  recovered   age40_59    51|62      
 57802  recovered   age40_59    49|71      
 57803  recovered   age40_59    37|53|80   
 57806  recovered   age40_59    59|69      
 57808  recovered   age40_59    42|56|73   
 57814  recovered   age40_59    63|78      
 57815  recovered   age40_59    47|64      
 57819  recovered   age40_59    58|72|88   
 57820  recovered   age40_59    53|82      
 57825  recovered   age40_59    59|87      
 57830  recovered   age40_59    53|64|78   
 57831  recovered   age40_59    39|66      
 57835  recovered   age40_59    50|71|87   
 57840  recovered   age40_59    51|87      
 57842  recovered   age40_59    46|63      
 57846  recovered   age40_59    66|82      
 57851  recovered   age40_59    45|74      
 57854  recovered   age40_59    67|76|92   
 57855  recovered   age40_59    43|58      
 57859  recovered   age40_59    56|67      
 57869  recovered   age40_59    38|87      
 57872  recovered   age40_59    58|74      
 57873  recovered   age40_59    49|68      
 57876  recovered   age40_59    58|68      
 57883  recovered   age40_59    61|71      
 57885  recovered   age40_59    52|63      
 57886  recovered   age40_59    35|69      
 57891  recovered   age40_59    52|61|85   
 57892  recovered   age40_59    54|67      
 57899  recovered   age40_59    66|78      
 57902  recovered   age40_59    61|73      
 57903  recovered   age40_59    56|73      
 57905  recovered   age40_59    44|64      
 57906  recovered   age40_59    55|67      
 57907  recovered   age40_59    47|70|101  
 57910  recovered   age40_59    46|68      
 57911  recovered   age40_59    58|71      
 57913  recovered   age40_59    37|69|78|89
 57921  recovered   age40_59    41|53|62   
 57922  recovered   age40_59    64|78      
 57925  recovered   age40_59    50|66      
 57926  recovered   age40_59    60|75      
 57927  recovered   age40_59    54|69      
 57931  recovered   age40_59    52|82      
 57932  recovered   age40_59    43|57|83   
 57933  recovered   age40_59    49|64|120  
 57935  recovered   age40_59    49|69      
 57936  recovered   age40_59    61|87      
 57939  recovered   age40_59    50|92      
 57941  recovered   age40_59    45|86      
 57944  recovered   age40_59    43|58      
 57946  recovered   age40_59    45|98|111  
 57947  recovered   age40_59    56|74      
 57949  recovered   age40_59    52|64      
 57951  recovered   age40_59    46|57|78   
 57953  recovered   age40_59    60|73      
 57955  recovered   age40_59    50|72      
 57959  recovered   age40_59    55|68      
 57962  recovered   age40_59    53|84      
 57963  recovered   age40_59    55|65      
 57970  recovered   age40_59    41|65|77   
 57973  recovered   age40_59    60|76      
 57974  recovered   age40_59    57|99      
 57975  recovered   age40_59    42|65|104  
 57977  recovered   age40_59    62|85      
 57980  recovered   age40_59    51|63      
 57984  recovered   age40_59    47|62|82|92
 57986  recovered   age40_59    63|75      
 57987  recovered   age40_59    65|85      
 57988  recovered   age40_59    57|67      
 57989  recovered   age40_59    51|80      
 57991  recovered   age40_59    59|70      
 57992  recovered   age40_59    52|69      
 57996  recovered   age40_59    54|71      
 57998  recovered   age40_59    28|57      
 58002  recovered   age40_59    56|67|91   
 58003  recovered   age40_59    52|62|73   
 58007  recovered   age40_59    64|97      
 58009  recovered   age40_59    48|74      
 58011  recovered   age40_59    51|76      
 58012  recovered   age40_59    54|73      
 58016  recovered   age40_59    48|69|89   
 58017  recovered   age40_59    40|64|76   
 58020  recovered   age40_59    51|79      
 58021  recovered   age40_59    43|58      
 58023  recovered   age40_59    48|69      
 58025  recovered   age40_59    41|82      
 58026  recovered   age40_59    56|78      
 58027  recovered   age40_59    49|75      
 58029  recovered   age40_59    52|67      
 58030  recovered   age40_59    75|101|115 
 58034  recovered   age40_59    51|67      
 58035  recovered   age40_59    70|84      
 58036  recovered   age40_59    53|75      
 58038  recovered   age40_59    54|90      
 58042  recovered   age40_59    61|86      
 58047  recovered   age40_59    49|61      
 58048  recovered   age40_59    44|54|72   
 58051  recovered   age40_59    58|76      
 58053  recovered   age40_59    69|98      
 58058  recovered   age40_59    56|76      
 58063  recovered   age40_59    61|83      
 58064  recovered   age40_59    54|69|103  
 58066  recovered   age40_59    51|64      
 58067  recovered   age40_59    51|90      
 58069  recovered   age40_59    50|59      
 58070  recovered   age40_59    36|67      
 58071  recovered   age40_59    65|74      
 58072  recovered   age40_59    54|67      
 58078  recovered   age40_59    54|71      
 58081  recovered   age40_59    55|69      
 58083  recovered   age40_59    55|68      
 58084  recovered   age40_59    56|67      
 58088  recovered   age40_59    37|56      
 58095  recovered   age40_59    39|62      
 58101  recovered   age40_59    57|69      
 58103  recovered   age40_59    45|93      
 58106  recovered   age40_59    46|58      
 58109  recovered   age40_59    42|57      
 58110  recovered   age40_59    55|75      
 58111  recovered   age40_59    62|90      
 58112  recovered   age40_59    47|93      
 58114  recovered   age40_59    62|79      
 58115  recovered   age40_59    47|61      
 58116  recovered   age40_59    59|68|91   
 58117  recovered   age40_59    51|78      
 58119  recovered   age40_59    60|78      
 58120  recovered   age40_59    69|80|89   
 58122  recovered   age40_59    53|64      
 58126  recovered   age40_59    54|71      
 58128  recovered   age40_59    60|71|86   
 58143  recovered   age40_59    58|78|96   
 58144  recovered   age40_59    49|69      
 58145  recovered   age40_59    49|63      
 58147  recovered   age40_59    63|76      
 58148  recovered   age40_59    56|76      
 58149  recovered   age40_59    60|87      
 58150  recovered   age40_59    74|85      
 58151  recovered   age40_59    34|70      
 58152  recovered   age40_59    38|61|95   
 58159  recovered   age40_59    46|56      
 58160  recovered   age40_59    58|70      
 58163  recovered   age40_59    64|79      
 58167  recovered   age40_59    59|84      
 58168  recovered   age40_59    56|70      
 58169  recovered   age40_59    59|69      
 58170  recovered   age40_59    63|83      
 58173  recovered   age40_59    51|75|88   
 58174  recovered   age40_59    45|91      
 58175  recovered   age40_59    41|111     
 58177  recovered   age40_59    51|70      
 58178  recovered   age40_59    62|79      
 58179  recovered   age40_59    52|61      
 58182  recovered   age40_59    60|75      
 58186  recovered   age40_59    44|68|78   
 58188  recovered   age40_59    49|64      
 58189  recovered   age40_59    48|72      
 58192  recovered   age40_59    33|49|79   
 58194  recovered   age40_59    61|77      
 58195  recovered   age40_59    45|98      
 58197  recovered   age40_59    57|66      
 58198  recovered   age40_59    54|67      
 58200  recovered   age40_59    52|83      
 58202  recovered   age40_59    66|91      
 58209  recovered   age40_59    49|60|70   
 58210  recovered   age40_59    57|66      
 58211  recovered   age40_59    41|55|64   
 58215  recovered   age40_59    62|99      
 58219  recovered   age40_59    57|68|85   
 58220  recovered   age40_59    62|72|86   
 58224  recovered   age40_59    52|68      
 58226  recovered   age40_59    62|71      
 58227  recovered   age40_59    41|54|73   
 58228  recovered   age40_59    61|82      
 58231  recovered   age40_59    50|91      
 58232  recovered   age40_59    47|59      
 58237  recovered   age40_59    89|107     
 58240  recovered   age40_59    51|62      
 58241  recovered   age40_59    66|80|100  
 58242  recovered   age40_59    54|76      
 58245  recovered   age40_59    58|91      
 58249  recovered   age40_59    39|61      
 58250  recovered   age40_59    27|50|61   
 58251  recovered   age40_59    50|99      
 58252  recovered   age40_59    67|76      
 58259  recovered   age40_59    47|83      
 58262  recovered   age40_59    73|88      
 58264  recovered   age40_59    43|58      
 58265  recovered   age40_59    55|77|86   
 58266  recovered   age40_59    39|71      
 58270  recovered   age40_59    50|88      
 58273  recovered   age40_59    54|69      
 58275  recovered   age40_59    60|79      
 58276  recovered   age40_59    36|65|85   
 58278  recovered   age40_59    44|63      
 58281  recovered   age40_59    48|61      
 58282  recovered   age40_59    48|59      
 58284  recovered   age40_59    54|64      
 58285  recovered   age40_59    55|70|83   
 58289  recovered   age40_59    46|62      
 58292  recovered   age40_59    56|68      
 58293  recovered   age40_59    52|63|73   
 58294  recovered   age40_59    43|69      
 58295  recovered   age40_59    54|63      
 58297  recovered   age40_59    56|76      
 58299  recovered   age40_59    55|72      
 58300  recovered   age40_59    31|55      
 58304  recovered   age40_59    45|99      
 58307  recovered   age40_59    39|69      
 58309  recovered   age40_59    50|70      
 58310  recovered   age40_59    72|89      
 58312  recovered   age40_59    71|92      
 58315  recovered   age40_59    46|75      
 58317  recovered   age40_59    68|108     
 58320  recovered   age40_59    43|70      
 58323  recovered   age40_59    54|65      
 58324  recovered   age40_59    54|77      
 58338  recovered   age40_59    46|89      
 58340  recovered   age40_59    46|66|75   
 58341  recovered   age40_59    38|67      
 58342  recovered   age40_59    46|57      
 58344  recovered   age40_59    58|73      
 58347  recovered   age40_59    52|66|103  
 58350  recovered   age40_59    49|74|91   
 58352  recovered   age40_59    49|87      
 58354  recovered   age40_59    43|54      
 58359  recovered   age40_59    63|73      
 58362  recovered   age40_59    62|72|84   
 58364  recovered   age40_59    48|66      
 58367  recovered   age40_59    64|76      
 58370  recovered   age40_59    59|85      
 58373  recovered   age40_59    67|78|93   
 58376  recovered   age40_59    52|71|81   
 58378  recovered   age40_59    60|72|94   
 58379  recovered   age40_59    32|58      
 58381  recovered   age40_59    54|70      
 58383  recovered   age40_59    59|74      
 58385  recovered   age40_59    38|68      
 58388  recovered   age40_59    56|73      
 58389  recovered   age40_59    53|91      
 58391  recovered   age40_59    55|74|92   
 58392  recovered   age40_59    58|70|85   
 58393  recovered   age40_59    56|68      
 58394  recovered   age40_59    61|74      
 58395  recovered   age40_59    42|63|79   
 58398  recovered   age40_59    42|58      
 58399  recovered   age40_59    60|82|93   
 58401  recovered   age40_59    53|99      
 58405  recovered   age40_59    58|74      
 58409  recovered   age40_59    56|70      
 58412  recovered   age40_59    53|68|78   
 58414  recovered   age40_59    49|65      
 58416  recovered   age40_59    54|65|74   
 58419  recovered   age40_59    74|92      
 58423  recovered   age40_59    41|59|100  
 58427  recovered   age40_59    56|79      
 58428  recovered   age40_59    58|69      
 58435  recovered   age40_59    62|73|84   
 58436  recovered   age40_59    45|63      
 58442  recovered   age40_59    60|85      
 58446  recovered   age40_59    56|71      
 58448  recovered   age40_59    59|68      
 58450  recovered   age40_59    59|69      
 58455  recovered   age40_59    51|83      
 58457  recovered   age40_59    71|96      
 58459  recovered   age40_59    50|64|81|95
 58464  recovered   age40_59    63|84      
 58467  recovered   age40_59    62|73      
 58470  recovered   age40_59    38|77|95   
 58472  recovered   age40_59    56|77      
 58476  recovered   age40_59    40|97      
 58478  recovered   age40_59    50|72      
 58479  recovered   age40_59    51|70|83   
 58480  recovered   age40_59    60|76      
 58487  recovered   age40_59    56|68|86   
 58488  recovered   age40_59    52|63      
 58491  recovered   age40_59    46|64      
 58493  recovered   age40_59    51|61      
 58495  recovered   age40_59    59|71      
 58509  recovered   age40_59    51|65      
 58512  recovered   age40_59    39|68      
 58517  recovered   age40_59    66|80      
 58519  recovered   age40_59    55|69      
 58520  recovered   age40_59    50|65      
 58521  recovered   age40_59    49|83      
 58525  recovered   age40_59    44|64      
 58532  recovered   age40_59    59|69      
 58535  recovered   age40_59    54|66      
 58536  recovered   age40_59    34|46|62   
 58537  recovered   age40_59    57|96      
 58540  recovered   age40_59    51|82      
 58543  recovered   age40_59    61|74      
 58544  recovered   age40_59    66|87      
 58548  recovered   age40_59    51|64|81   
 58550  recovered   age40_59    51|71|80   
 58553  recovered   age40_59    50|69|81   
 58555  recovered   age40_59    39|49|75   
 58559  recovered   age40_59    44|63|107  
 58565  recovered   age40_59    49|64|89   
 58568  recovered   age40_59    51|64      
 58569  recovered   age40_59    46|76      
 58570  recovered   age40_59    68|93      
 58573  recovered   age40_59    68|77      
 58578  recovered   age40_59    50|61      
 58581  recovered   age40_59    66|76      
 58582  recovered   age40_59    46|59|72   
 58583  recovered   age40_59    70|92      
 58584  recovered   age40_59    57|66|83   
 58585  recovered   age40_59    50|65      
 58592  recovered   age40_59    59|78      
 58595  recovered   age40_59    37|55|72   
 58596  recovered   age40_59    42|63      
 58601  recovered   age40_59    48|62      
 58608  recovered   age40_59    30|48|60|78
 58609  recovered   age40_59    52|71      
 58610  recovered   age40_59    55|79      
 58612  recovered   age40_59    62|81|94   
 58614  recovered   age40_59    62|95      
 58615  recovered   age40_59    66|77      
 58618  recovered   age40_59    49|71      
 58619  recovered   age40_59    64|86|97   
 58623  recovered   age40_59    60|73      
 58628  recovered   age40_59    62|78      
 58630  recovered   age40_59    54|63|79   
 58636  recovered   age40_59    55|67      
 58637  recovered   age40_59    66|81      
 58640  recovered   age40_59    60|76      
 58642  recovered   age40_59    52|74      
 58643  recovered   age40_59    56|67      
 58644  recovered   age40_59    44|56      
 58645  recovered   age40_59    49|63      
 58651  recovered   age40_59    55|70      
 58655  recovered   age40_59    49|71|94   
 58659  recovered   age40_59    58|87      
 58660  recovered   age40_59    67|79      
 58661  recovered   age40_59    43|67|78   
 58662  recovered   age40_59    49|84      
 58663  recovered   age40_59    50|75|104  
 58664  recovered   age40_59    42|65      
 58665  recovered   age40_59    52|81      
 58668  recovered   age40_59    46|56|94   
 58675  recovered   age40_59    58|68      
 58676  recovered   age40_59    61|82      
 58677  recovered   age40_59    58|86      
 58679  recovered   age40_59    55|70      
 58682  recovered   age40_59    64|92      
 58683  recovered   age40_59    54|83      
 58685  recovered   age40_59    49|67      
 58687  recovered   age40_59    62|72      
 58688  recovered   age40_59    43|54      
 58689  recovered   age40_59    53|65|82   
 58694  recovered   age40_59    50|67      
 58695  recovered   age40_59    67|86|95   
 58698  recovered   age40_59    46|56|81   
 58705  recovered   age40_59    52|61      
 58706  recovered   age40_59    67|95      
 58708  recovered   age40_59    55|66|81   
 58714  recovered   age40_59    62|75|90   
 58717  recovered   age40_59    61|89      
 58718  recovered   age40_59    59|76      
 58720  recovered   age40_59    70|80      
 58724  recovered   age40_59    53|70      
 58726  recovered   age40_59    61|99      
 58727  recovered   age40_59    60|75|91   
 58729  recovered   age40_59    57|68      
 58730  recovered   age40_59    79|119     
 58731  recovered   age40_59    44|61      
 58732  recovered   age40_59    55|76      
 58734  recovered   age40_59    60|81      
 58735  recovered   age40_59    52|67|79|10
 58737  recovered   age40_59    54|91      
 58741  recovered   age40_59    56|87      
 58744  recovered   age40_59    65|76|91   
 58751  recovered   age40_59    50|69      
 58754  recovered   age40_59    44|70|99   
 58758  recovered   age40_59    53|71      
 58759  recovered   age40_59    36|65      
 58761  recovered   age40_59    54|76      
 58767  recovered   age40_59    23|81      
 58771  recovered   age40_59    52|61|71|88
 58775  recovered   age40_59    53|71|80   
 58776  recovered   age40_59    44|60      
 58779  recovered   age40_59    49|76      
 58782  recovered   age40_59    40|63|81   
 58783  recovered   age40_59    41|60      
 58784  recovered   age40_59    50|61      
 58785  recovered   age40_59    31|59      
 58791  recovered   age40_59    51|61|72   
 58792  recovered   age40_59    67|78      
 58795  recovered   age40_59    55|73      
 58797  recovered   age40_59    58|92      
 58798  recovered   age40_59    49|64      
 58799  recovered   age40_59    56|66      
 58802  recovered   age40_59    65|85      
 58805  recovered   age40_59    54|63      
 58806  recovered   age40_59    61|73      
 58807  recovered   age40_59    54|64|75   
 58808  recovered   age40_59    56|71      
 58810  recovered   age40_59    51|67      
 58812  recovered   age40_59    49|65      
 58815  recovered   age40_59    33|52|67|77
 58816  recovered   age40_59    52|67      
 58818  recovered   age40_59    55|97      
 58822  recovered   age40_59    40|55      
 58823  recovered   age40_59    45|84      
 58824  recovered   age40_59    66|83      
 58828  recovered   age40_59    52|71      
 58831  recovered   age40_59    78|97      
 58833  recovered   age40_59    54|67      
 58834  recovered   age40_59    47|60      
 58850  recovered   age40_59    57|74      
 58851  recovered   age40_59    49|61      
 58856  recovered   age40_59    36|48|60   
 58858  recovered   age40_59    57|74      
 58869  recovered   age40_59    41|57      
 58873  recovered   age40_59    58|75      
 58874  recovered   age40_59    55|67|80|89
 58875  recovered   age40_59    48|63|74|91
 58876  recovered   age40_59    59|110     
 58880  recovered   age40_59    60|72      
 58884  recovered   age40_59    67|81      
 58890  recovered   age40_59    52|68      
 58895  recovered   age40_59    41|52|75   
 58896  recovered   age40_59    45|59|71   
 58901  recovered   age40_59    49|59|74   
 58902  recovered   age40_59    56|82      
 58907  recovered   age40_59    61|71      
 58910  recovered   age40_59    65|82      
 58912  recovered   age40_59    67|80|97   
 58917  recovered   age40_59    40|65      
 58918  recovered   age40_59    50|69      
 58920  recovered   age40_59    47|56|77   
 58922  recovered   age40_59    55|85      
 58924  recovered   age40_59    49|84      
 58926  recovered   age40_59    59|76      
 58927  recovered   age40_59    60|75      
 58929  recovered   age40_59    55|72      
 58931  recovered   age40_59    89|107     
 58932  recovered   age40_59    56|66      
 58935  recovered   age40_59    52|67      
 58939  recovered   age40_59    49|74      
 58940  recovered   age40_59    51|65|78   
 58942  recovered   age40_59    61|99      
 58944  recovered   age40_59    46|88      
 58947  recovered   age40_59    37|53|63|86
 58951  recovered   age40_59    48|64      
 58952  recovered   age40_59    56|84      
 58955  recovered   age40_59    66|76|107  
 58958  recovered   age40_59    63|102     
 58959  recovered   age40_59    47|67|81   
 58960  recovered   age40_59    58|75      
 58966  recovered   age40_59    40|59      
 58967  recovered   age40_59    59|78|104  
 58971  recovered   age40_59    37|67      
 58978  recovered   age40_59    45|66|75   
 58984  recovered   age40_59    71|82      
 58991  recovered   age40_59    57|66      
 58993  recovered   age40_59    50|78      
 59002  recovered   age40_59    67|89      
 59003  recovered   age40_59    47|60      
 59004  recovered   age40_59    61|77|105  
 59006  recovered   age40_59    56|75      
 59007  recovered   age40_59    59|78      
 59010  recovered   age40_59    47|87|108  
 59011  recovered   age40_59    58|74      
 59013  recovered   age40_59    46|70      
 59014  recovered   age40_59    63|84      
 59018  recovered   age40_59    67|77      
 59023  recovered   age40_59    50|66      
 59024  recovered   age40_59    59|68      
 59026  recovered   age40_59    44|60      
 59032  recovered   age40_59    47|59      
 59037  recovered   age40_59    66|84      
 59040  recovered   age40_59    58|76      
 59041  recovered   age40_59    51|67      
 59042  recovered   age40_59    53|71|80   
 59047  recovered   age40_59    42|51|72|90
 59048  recovered   age40_59    48|60|72   
 59051  recovered   age40_59    49|60      
 59052  recovered   age40_59    49|80      
 59053  recovered   age40_59    63|79      
 59054  recovered   age40_59    58|80      
 59056  recovered   age40_59    51|63      
 59057  recovered   age40_59    50|68|84   
 59059  recovered   age40_59    60|70      
 59069  recovered   age40_59    55|90      
 59072  recovered   age40_59    69|86      
 59073  recovered   age40_59    65|74|97   
 59074  recovered   age40_59    50|63      
 59076  recovered   age40_59    50|60      
 59077  recovered   age40_59    52|64      
 59085  recovered   age40_59    57|68      
 59087  recovered   age40_59    46|82      
 59089  recovered   age40_59    31|53|81|92
 59093  recovered   age40_59    41|95      
 59095  recovered   age40_59    68|107     
 59096  recovered   age40_59    57|68      
 59099  recovered   age40_59    49|61|74   
 59100  recovered   age40_59    52|78      
 59102  recovered   age40_59    58|75      
 59104  recovered   age40_59    57|72      
 59106  recovered   age40_59    60|84      
 59108  recovered   age40_59    60|70      
 59109  recovered   age40_59    55|78      
 59110  recovered   age40_59    53|76      
 59111  recovered   age40_59    36|57      
 59113  recovered   age40_59    42|77      
 59114  recovered   age40_59    40|49|75   
 59117  recovered   age40_59    54|90      
 59127  recovered   age40_59    44|85      
 59129  recovered   age40_59    54|88      
 59131  recovered   age40_59    49|76|91   
 59133  recovered   age40_59    67|90      
 59135  recovered   age40_59    65|75|90   
 59140  recovered   age40_59    71|82      
 59143  recovered   age40_59    43|53|65   
 59148  recovered   age40_59    52|75      
 59152  recovered   age40_59    51|66      
 59157  recovered   age40_59    32|71      
 59158  recovered   age40_59    46|79      
 59160  recovered   age40_59    62|73      
 59164  recovered   age40_59    53|73      
 59167  recovered   age40_59    42|56      
 59168  recovered   age40_59    46|73      
 59173  recovered   age40_59    46|69      
 59174  recovered   age40_59    46|60      
 59175  recovered   age40_59    39|70      
 59179  recovered   age40_59    55|95      
 59180  recovered   age40_59    54|65      
 59183  recovered   age40_59    60|69      
 59190  recovered   age40_59    63|82      
 59195  recovered   age40_59    53|67|90   
 59199  recovered   age40_59    53|63|77   
 59200  recovered   age40_59    50|69|85   
 59202  recovered   age40_59    57|87      
 59205  recovered   age40_59    60|76|91   
 59208  recovered   age40_59    53|74      
 59216  recovered   age40_59    50|76      
 59218  recovered   age40_59    57|73      
 59219  recovered   age40_59    52|110     
 59223  recovered   age40_59    62|106     
 59224  recovered   age40_59    54|75      
 59225  recovered   age40_59    14|71      
 59226  recovered   age40_59    54|66      
 59227  recovered   age40_59    51|80      
 59230  recovered   age40_59    28|49      
 59237  recovered   age40_59    50|62      
 59239  recovered   age40_59    49|63|105  
 59240  recovered   age40_59    51|67      
 59246  recovered   age40_59    51|62      
 59247  recovered   age40_59    52|75      
 59251  recovered   age40_59    46|56|67   
 59257  recovered   age40_59    59|86      
 59258  recovered   age40_59    59|98      
 59259  recovered   age40_59    58|96      
 59260  recovered   age40_59    61|77      
 59268  recovered   age40_59    53|66|75   
 59270  recovered   age40_59    58|98      
 59273  recovered   age40_59    73|83      
 59274  recovered   age40_59    47|59|79   
 59277  recovered   age40_59    53|79|98   
 59278  recovered   age40_59    54|69|79   
 59279  recovered   age40_59    43|88      
 59281  recovered   age40_59    35|95      
 59282  recovered   age40_59    58|78      
 59283  recovered   age40_59    68|80      
 59284  recovered   age40_59    51|75      
 59285  recovered   age40_59    48|64      
 59288  recovered   age40_59    58|68      
 59290  recovered   age40_59    55|71      
 59298  recovered   age40_59    55|92      
 59299  recovered   age40_59    50|71      
 59301  recovered   age40_59    46|61      
 59302  recovered   age40_59    47|66      
 59303  recovered   age40_59    40|69      
 59305  recovered   age40_59    62|89      
 59307  recovered   age40_59    64|75      
 59310  recovered   age40_59    64|79      
 59312  recovered   age40_59    66|79      
 59313  recovered   age40_59    50|66      
 59314  recovered   age40_59    43|54      
 59319  recovered   age40_59    59|69      
 59323  recovered   age40_59    52|68      
 59325  recovered   age40_59    50|70      
 59327  recovered   age40_59    52|68      
 59330  recovered   age40_59    53|81      
 59333  recovered   age40_59    55|100     
 59336  recovered   age40_59    45|62|92   
 59338  recovered   age40_59    59|71|84   
 59339  recovered   age40_59    32|63|100  
 59341  recovered   age40_59    50|68      
 59346  recovered   age40_59    64|77      
 59349  recovered   age40_59    59|78      
 59353  recovered   age40_59    59|82|95   
 59355  recovered   age40_59    59|80      
 59359  recovered   age40_59    49|69      
 59362  recovered   age40_59    45|75      
 59363  recovered   age40_59    51|74      
 59365  recovered   age40_59    51|64      
 59366  recovered   age40_59    62|78      
 59368  recovered   age40_59    52|61      
 59370  recovered   age40_59    46|61|89   
 59371  recovered   age40_59    51|66      
 59372  recovered   age40_59    47|63      
 59374  recovered   age40_59    59|75      
 59378  recovered   age40_59    58|74      
 59379  recovered   age40_59    52|74      
 59380  recovered   age40_59    51|78      
 59382  recovered   age40_59    56|65|75   
 59383  recovered   age40_59    57|71      
 59392  recovered   age40_59    58|69      
 59393  recovered   age40_59    48|58      
 59394  recovered   age40_59    57|102     
 59396  recovered   age40_59    54|71      
 59397  recovered   age40_59    66|85|96   
 59401  recovered   age40_59    41|80      
 59406  recovered   age40_59    55|88      
 59412  recovered   age40_59    54|80      
 59414  recovered   age40_59    55|76      
 59415  recovered   age40_59    64|74|88   
 59418  recovered   age40_59    59|77      
 59423  recovered   age40_59    57|79      
 59425  recovered   age40_59    52|82      
 59427  recovered   age40_59    50|74      
 59428  recovered   age40_59    69|79      
 59429  recovered   age40_59    59|81      
 59430  recovered   age40_59    50|71      
