Deeply Under Construction.

row     status      agegrp      cond        duration
----------------------------------------------------
 30983  recovered   age20_39    72|86      
 30984  recovered   age20_39    43|65      
 30987  recovered   age20_39    51|97      
 30988  recovered   age20_39    44|60      
 30991  recovered   age20_39    76|85      
 30994  recovered   age20_39    71|99      
 30996  recovered   age20_39    45|84      
 30998  recovered   age20_39    57|98      
 31003  recovered   age20_39    60|70|95   
 31004  recovered   age20_39    56|88      
 31008  recovered   age20_39    55|84      
 31010  recovered   age20_39    65|76      
 31014  recovered   age20_39    56|74      
 31018  recovered   age20_39    50|73      
 31019  recovered   age20_39    53|76|94   
 31023  recovered   age20_39    54|63      
 31025  recovered   age20_39    68|80      
 31027  recovered   age20_39    45|59      
 31029  recovered   age20_39    38|51|73|89
 31031  recovered   age20_39    62|73      
 31048  recovered   age20_39    46|79      
 31050  recovered   age20_39    50|60      
 31052  recovered   age20_39    50|62      
 31056  recovered   age20_39    42|53      
 31061  recovered   age20_39    48|63      
 31063  recovered   age20_39    57|83      
 31064  recovered   age20_39    53|90      
 31069  recovered   age20_39    74|84      
 31072  recovered   age20_39    50|79      
 31073  recovered   age20_39    49|64|74   
 31076  recovered   age20_39    63|85      
 31078  recovered   age20_39    46|81      
 31083  recovered   age20_39    64|75      
 31084  recovered   age20_39    51|63      
 31085  recovered   age20_39    59|100     
 31090  recovered   age20_39    45|61|96   
 31091  recovered   age20_39    57|66      
 31093  recovered   age20_39    60|69      
 31094  recovered   age20_39    49|73      
 31097  recovered   age20_39    41|60|69   
 31098  recovered   age20_39    52|86      
 31099  recovered   age20_39    50|64      
 31101  recovered   age20_39    48|72|87   
 31108  recovered   age20_39    48|59|76|10
 31114  recovered   age20_39    67|121     
 31115  recovered   age20_39    58|69|85   
 31120  recovered   age20_39    42|96      
 31123  recovered   age20_39    55|91      
 31124  recovered   age20_39    53|63      
 31125  recovered   age20_39    58|69      
 31133  recovered   age20_39    54|70      
 31135  recovered   age20_39    46|56|77   
 31139  recovered   age20_39    55|70|80   
 31142  recovered   age20_39    40|60      
 31143  recovered   age20_39    50|97      
 31144  recovered   age20_39    50|68      
 31145  recovered   age20_39    47|62|72|93
 31146  recovered   age20_39    55|94      
 31148  recovered   age20_39    38|89      
 31151  recovered   age20_39    52|66      
 31156  recovered   age20_39    56|73      
 31158  recovered   age20_39    53|87      
 31159  recovered   age20_39    49|61|78   
 31164  recovered   age20_39    50|76      
 31168  recovered   age20_39    24|56|73   
 31172  recovered   age20_39    79|88|107  
 31173  recovered   age20_39    65|78      
 31176  recovered   age20_39    61|71|90   
 31178  recovered   age20_39    42|68      
 31182  recovered   age20_39    57|69      
 31187  recovered   age20_39    45|67      
 31188  recovered   age20_39    40|78      
 31190  recovered   age20_39    50|64      
 31194  recovered   age20_39    44|58      
 31195  recovered   age20_39    56|72      
 31196  recovered   age20_39    36|67      
 31201  recovered   age20_39    68|79      
 31203  recovered   age20_39    47|58      
 31204  recovered   age20_39    44|64      
 31205  recovered   age20_39    47|66      
 31214  recovered   age20_39    63|77      
 31215  recovered   age20_39    53|65      
 31218  recovered   age20_39    22|64      
 31222  recovered   age20_39    56|65      
 31224  recovered   age20_39    66|94      
 31229  recovered   age20_39    53|70      
 31231  recovered   age20_39    59|70      
 31232  recovered   age20_39    47|62|75   
 31235  recovered   age20_39    56|80|90   
 31237  recovered   age20_39    71|80|90   
 31238  recovered   age20_39    26|51      
 31240  recovered   age20_39    45|69      
 31242  recovered   age20_39    57|76      
 31243  recovered   age20_39    59|74      
 31245  recovered   age20_39    48|64      
 31255  recovered   age20_39    68|118     
 31257  recovered   age20_39    53|66      
 31259  recovered   age20_39    60|70      
 31266  recovered   age20_39    56|65      
 31268  recovered   age20_39    54|67      
 31274  recovered   age20_39    58|75      
 31279  recovered   age20_39    51|62      
 31286  recovered   age20_39    51|65      
 31292  recovered   age20_39    58|75      
 31294  recovered   age20_39    52|80      
 31295  recovered   age20_39    46|55|101  
 31306  recovered   age20_39    42|54      
 31312  recovered   age20_39    37|65|75   
 31320  recovered   age20_39    56|76|90   
 31332  recovered   age20_39    65|87      
 31333  recovered   age20_39    43|82      
 31334  recovered   age20_39    49|71      
 31336  recovered   age20_39    41|82      
 31337  recovered   age20_39    63|72|81   
 31338  recovered   age20_39    50|101     
 31342  recovered   age20_39    41|73      
 31344  recovered   age20_39    52|69      
 31347  recovered   age20_39    56|77      
 31349  recovered   age20_39    55|79      
 31352  recovered   age20_39    68|91      
 31353  recovered   age20_39    51|67      
 31354  recovered   age20_39    55|90      
 31355  recovered   age20_39    56|96      
 31359  recovered   age20_39    60|81|94   
 31360  recovered   age20_39    82|108     
 31361  recovered   age20_39    54|68      
 31369  recovered   age20_39    61|99      
 31370  recovered   age20_39    55|65      
 31371  recovered   age20_39    48|64|81   
 31377  recovered   age20_39    58|75      
 31381  recovered   age20_39    54|69      
 31382  recovered   age20_39    45|63      
 31385  recovered   age20_39    48|64      
 31390  recovered   age20_39    54|77      
 31392  recovered   age20_39    57|71      
 31393  recovered   age20_39    60|77      
 31394  recovered   age20_39    66|77      
 31396  recovered   age20_39    61|74      
 31399  recovered   age20_39    40|49      
 31400  recovered   age20_39    51|96      
 31402  recovered   age20_39    55|68      
 31403  recovered   age20_39    50|68|82   
 31405  recovered   age20_39    51|63      
 31406  recovered   age20_39    50|62|79   
 31408  recovered   age20_39    50|72      
 31410  recovered   age20_39    56|103     
 31411  recovered   age20_39    48|59|82   
 31420  recovered   age20_39    53|66|101  
 31422  recovered   age20_39    54|68      
 31424  recovered   age20_39    50|61|72   
 31425  recovered   age20_39    58|79      
 31426  recovered   age20_39    46|82      
 31427  recovered   age20_39    67|78      
 31430  recovered   age20_39    71|80      
 31431  recovered   age20_39    59|68      
 31433  recovered   age20_39    57|68      
 31435  recovered   age20_39    51|65      
 31441  recovered   age20_39    51|69      
 31443  recovered   age20_39    57|69      
 31447  recovered   age20_39    58|69|92   
 31448  recovered   age20_39    43|60      
 31451  recovered   age20_39    60|77      
 31454  recovered   age20_39    48|81      
 31455  recovered   age20_39    44|59      
 31460  recovered   age20_39    56|105     
 31461  recovered   age20_39    46|61      
 31463  recovered   age20_39    44|56      
 31464  recovered   age20_39    61|72      
 31471  recovered   age20_39    25|36|54   
 31473  recovered   age20_39    54|65|79   
 31474  recovered   age20_39    56|67|82   
 31475  recovered   age20_39    56|80      
 31478  recovered   age20_39    43|53      
 31479  recovered   age20_39    50|64      
 31483  recovered   age20_39    42|52      
 31486  recovered   age20_39    50|116     
 31487  recovered   age20_39    45|72      
 31491  recovered   age20_39    56|80      
 31498  recovered   age20_39    57|69|80   
 31499  recovered   age20_39    36|55      
 31500  recovered   age20_39    54|63      
 31501  recovered   age20_39    56|75      
 31506  recovered   age20_39    45|59      
 31509  recovered   age20_39    55|64|73   
 31510  recovered   age20_39    59|70      
 31511  recovered   age20_39    61|73      
 31512  recovered   age20_39    47|69|81|99
 31519  recovered   age20_39    52|63|111  
 31520  recovered   age20_39    20|57|75   
 31527  recovered   age20_39    48|90      
 31534  recovered   age20_39    30|64|73|93
 31535  recovered   age20_39    64|77      
 31538  recovered   age20_39    51|68|105  
 31543  recovered   age20_39    59|71      
 31546  recovered   age20_39    49|72      
 31547  recovered   age20_39    58|79      
 31550  recovered   age20_39    57|72      
 31551  recovered   age20_39    51|75      
 31554  recovered   age20_39    53|63|73   
 31559  recovered   age20_39    57|72      
 31560  recovered   age20_39    74|87      
 31563  recovered   age20_39    53|64      
 31564  recovered   age20_39    56|76|105  
 31569  recovered   age20_39    57|78      
 31574  recovered   age20_39    45|67      
 31575  recovered   age20_39    54|76      
 31578  recovered   age20_39    62|71      
 31581  recovered   age20_39    59|94      
 31588  recovered   age20_39    65|81      
 31589  recovered   age20_39    61|71      
 31590  recovered   age20_39    55|71      
 31596  recovered   age20_39    29|75      
 31602  recovered   age20_39    56|66      
 31605  recovered   age20_39    59|76      
 31606  recovered   age20_39    56|75      
 31612  recovered   age20_39    51|84      
 31616  recovered   age20_39    69|91      
 31617  recovered   age20_39    49|66      
 31635  recovered   age20_39    53|66|95   
 31638  recovered   age20_39    53|67      
 31640  recovered   age20_39    55|69      
 31641  recovered   age20_39    54|66|76   
 31646  recovered   age20_39    46|75      
 31647  recovered   age20_39    65|102     
 31648  recovered   age20_39    62|73      
 31652  recovered   age20_39    44|65      
 31653  recovered   age20_39    49|61      
 31654  recovered   age20_39    42|71      
 31655  recovered   age20_39    62|86      
 31656  recovered   age20_39    55|72      
 31657  recovered   age20_39    48|61|75|86
 31662  recovered   age20_39    23|61      
 31663  recovered   age20_39    59|73      
 31664  recovered   age20_39    64|86      
 31669  recovered   age20_39    53|66      
 31673  recovered   age20_39    63|78      
 31678  recovered   age20_39    59|68      
 31679  recovered   age20_39    60|71      
 31680  recovered   age20_39    69|89      
 31682  recovered   age20_39    53|70      
 31683  recovered   age20_39    52|62      
 31690  recovered   age20_39    53|91      
 31695  recovered   age20_39    46|80      
 31699  recovered   age20_39    62|101     
 31700  recovered   age20_39    56|79|91   
 31701  recovered   age20_39    65|80      
 31705  recovered   age20_39    58|99      
 31706  recovered   age20_39    40|85      
 31708  recovered   age20_39    35|54|68   
 31725  recovered   age20_39    58|75      
 31727  recovered   age20_39    50|114     
 31728  recovered   age20_39    51|78      
 31729  recovered   age20_39    51|68      
 31731  recovered   age20_39    53|68      
 31732  recovered   age20_39    47|60      
 31734  recovered   age20_39    38|72      
 31737  recovered   age20_39    39|60|80|10
 31739  recovered   age20_39    53|88      
 31740  recovered   age20_39    57|70      
 31741  recovered   age20_39    51|73|87   
 31743  recovered   age20_39    45|57|69|88
 31748  recovered   age20_39    45|65      
 31749  recovered   age20_39    60|69      
 31753  recovered   age20_39    59|104     
 31754  recovered   age20_39    34|81      
 31758  recovered   age20_39    46|59|71   
 31759  recovered   age20_39    45|78      
 31763  recovered   age20_39    58|68      
 31771  recovered   age20_39    48|57      
 31773  recovered   age20_39    49|59      
 31778  recovered   age20_39    73|83      
 31779  recovered   age20_39    36|68      
 31780  recovered   age20_39    54|72      
 31792  recovered   age20_39    69|111     
 31794  recovered   age20_39    48|90      
 31797  recovered   age20_39    36|60      
 31800  recovered   age20_39    46|73      
 31806  recovered   age20_39    34|57      
 31808  recovered   age20_39    50|76      
 31816  recovered   age20_39    53|62      
 31819  recovered   age20_39    54|74      
 31821  recovered   age20_39    37|52      
 31825  recovered   age20_39    42|67      
 31826  recovered   age20_39    52|71      
 31828  recovered   age20_39    50|62      
 31835  recovered   age20_39    48|72      
 31839  recovered   age20_39    44|66      
 31840  recovered   age20_39    21|66      
 31842  recovered   age20_39    72|81      
 31848  recovered   age20_39    59|70|84|10
 31852  recovered   age20_39    47|62      
 31853  recovered   age20_39    59|103|127 
 31858  recovered   age20_39    55|71      
 31861  recovered   age20_39    56|71      
 31862  recovered   age20_39    41|63      
 31874  recovered   age20_39    76|90      
 31878  recovered   age20_39    53|68      
 31882  recovered   age20_39    33|72      
 31883  recovered   age20_39    73|85      
 31885  recovered   age20_39    57|78      
 31888  recovered   age20_39    49|63|76   
 31890  recovered   age20_39    51|80      
 31892  recovered   age20_39    63|88      
 31894  recovered   age20_39    49|87      
 31896  recovered   age20_39    56|74|84   
 31899  recovered   age20_39    60|79      
 31902  recovered   age20_39    46|76      
 31910  recovered   age20_39    60|81      
 31913  recovered   age20_39    55|73      
 31916  recovered   age20_39    61|71|91   
 31919  recovered   age20_39    60|71      
 31920  recovered   age20_39    62|72|85   
 31922  recovered   age20_39    59|87      
 31924  recovered   age20_39    47|57|81   
 31926  recovered   age20_39    47|70      
 31929  recovered   age20_39    36|76      
 31930  recovered   age20_39    51|67      
 31933  recovered   age20_39    41|60      
 31939  recovered   age20_39    61|75      
 31944  recovered   age20_39    52|73      
 31958  recovered   age20_39    51|78      
 31962  recovered   age20_39    58|81      
 31963  recovered   age20_39    56|65|81   
 31964  recovered   age20_39    61|72      
 31965  recovered   age20_39    53|90      
 31970  recovered   age20_39    66|82      
 31971  recovered   age20_39    52|63|75   
 31972  recovered   age20_39    46|115     
 31977  recovered   age20_39    58|75      
 31981  recovered   age20_39    55|71      
 31983  recovered   age20_39    76|101     
 31985  recovered   age20_39    59|77      
 31986  recovered   age20_39    61|76      
 31987  recovered   age20_39    47|83|97   
 31989  recovered   age20_39    65|101     
 31993  recovered   age20_39    54|74      
 31994  recovered   age20_39    49|66      
 31998  recovered   age20_39    33|57|106  
 32000  recovered   age20_39    56|72      
 32007  recovered   age20_39    53|67      
 32008  recovered   age20_39    55|97|110|1
 32009  recovered   age20_39    62|73      
 32012  recovered   age20_39    54|71      
 32013  recovered   age20_39    57|85      
 32018  recovered   age20_39    56|89      
 32020  recovered   age20_39    46|61      
 32021  recovered   age20_39    65|101     
 32024  recovered   age20_39    51|64      
 32028  recovered   age20_39    62|97      
 32033  recovered   age20_39    56|71      
 32035  recovered   age20_39    60|87      
 32039  recovered   age20_39    54|69      
 32041  recovered   age20_39    48|63      
 32045  recovered   age20_39    50|62      
 32046  recovered   age20_39    31|60|70   
 32055  recovered   age20_39    53|68      
 32059  recovered   age20_39    51|65|78   
 32060  recovered   age20_39    56|70      
 32064  recovered   age20_39    54|65      
 32067  recovered   age20_39    63|82      
 32071  recovered   age20_39    53|68      
 32076  recovered   age20_39    44|66      
 32081  recovered   age20_39    42|63      
 32082  recovered   age20_39    54|63      
 32083  recovered   age20_39    51|64|101  
 32084  recovered   age20_39    55|108     
 32087  recovered   age20_39    62|72      
 32091  recovered   age20_39    55|64      
 32093  recovered   age20_39    52|70      
 32095  recovered   age20_39    53|113     
 32098  recovered   age20_39    69|85      
 32099  recovered   age20_39    42|74      
 32102  recovered   age20_39    43|59|75   
 32105  recovered   age20_39    49|80      
 32107  recovered   age20_39    56|86      
 32110  recovered   age20_39    55|67      
 32116  recovered   age20_39    50|64|73   
 32117  recovered   age20_39    49|59      
 32118  recovered   age20_39    56|96      
 32119  recovered   age20_39    57|91      
 32121  recovered   age20_39    50|83      
 32123  recovered   age20_39    46|64|95|11
 32124  recovered   age20_39    50|60|74   
 32127  recovered   age20_39    54|89      
 32130  recovered   age20_39    52|63      
 32133  recovered   age20_39    65|90      
 32135  recovered   age20_39    61|73      
 32137  recovered   age20_39    65|82      
 32138  recovered   age20_39    62|78      
 32139  recovered   age20_39    64|97      
 32140  recovered   age20_39    50|91      
 32147  recovered   age20_39    70|81      
 32148  recovered   age20_39    48|79|100  
 32150  recovered   age20_39    62|74|92   
 32151  recovered   age20_39    59|88      
 32153  recovered   age20_39    45|58|70   
 32158  recovered   age20_39    51|71|90   
 32162  recovered   age20_39    53|66      
 32164  recovered   age20_39    47|63      
 32165  recovered   age20_39    59|76      
 32168  recovered   age20_39    56|91      
 32171  recovered   age20_39    59|69|98   
 32172  recovered   age20_39    64|76      
 32175  recovered   age20_39    54|69      
 32176  recovered   age20_39    41|51|75   
 32177  recovered   age20_39    46|62      
 32179  recovered   age20_39    59|71      
 32183  recovered   age20_39    52|66|75|10
 32184  recovered   age20_39    55|96      
 32187  recovered   age20_39    59|81      
 32188  recovered   age20_39    48|59|91   
 32192  recovered   age20_39    49|59      
 32196  recovered   age20_39    51|89      
 32199  recovered   age20_39    58|67      
 32200  recovered   age20_39    65|83      
 32201  recovered   age20_39    58|83      
 32202  recovered   age20_39    55|70      
 32203  recovered   age20_39    53|63      
 32204  recovered   age20_39    54|96      
 32205  recovered   age20_39    66|77      
 32206  recovered   age20_39    45|69      
 32212  recovered   age20_39    57|71      
 32214  recovered   age20_39    53|73      
 32215  recovered   age20_39    39|53|62   
 32217  recovered   age20_39    43|77      
 32221  recovered   age20_39    59|68      
 32226  recovered   age20_39    44|66      
 32227  recovered   age20_39    53|74      
 32235  recovered   age20_39    57|72      
 32241  recovered   age20_39    55|68      
 32251  recovered   age20_39    47|88      
 32252  recovered   age20_39    38|54      
 32268  recovered   age20_39    57|74      
 32270  recovered   age20_39    42|84      
 32276  recovered   age20_39    37|80      
 32277  recovered   age20_39    69|93      
 32281  recovered   age20_39    51|68      
 32282  recovered   age20_39    49|78      
 32283  recovered   age20_39    55|68      
 32288  recovered   age20_39    64|76      
 32289  recovered   age20_39    65|84      
 32294  recovered   age20_39    64|105     
 32297  recovered   age20_39    59|101     
 32298  recovered   age20_39    53|74      
 32302  recovered   age20_39    48|57|66   
 32304  recovered   age20_39    56|85      
 32310  recovered   age20_39    57|69|91   
 32324  recovered   age20_39    58|80      
 32326  recovered   age20_39    53|73      
 32329  recovered   age20_39    40|89      
 32330  recovered   age20_39    61|74|84   
 32333  recovered   age20_39    59|74      
 32336  recovered   age20_39    34|71      
 32339  recovered   age20_39    54|64      
 32343  recovered   age20_39    52|93      
 32344  recovered   age20_39    64|84      
 32356  recovered   age20_39    50|75      
 32361  recovered   age20_39    55|66      
 32362  recovered   age20_39    41|62      
 32363  recovered   age20_39    61|95      
 32374  recovered   age20_39    47|66      
 32375  recovered   age20_39    59|77      
 32383  recovered   age20_39    26|74      
 32398  recovered   age20_39    54|66|75   
 32401  recovered   age20_39    58|71      
 32404  recovered   age20_39    52|67      
 32405  recovered   age20_39    41|52      
 32408  recovered   age20_39    59|69      
 32413  recovered   age20_39    50|63      
 32414  recovered   age20_39    56|71      
 32417  recovered   age20_39    70|106     
 32418  recovered   age20_39    70|84      
 32420  recovered   age20_39    45|71      
 32425  recovered   age20_39    41|81      
 32430  recovered   age20_39    37|59      
 32431  recovered   age20_39    39|76      
 32435  recovered   age20_39    58|71|81   
 32438  recovered   age20_39    61|71      
 32441  recovered   age20_39    48|99      
 32444  recovered   age20_39    61|87|94   
 32447  recovered   age20_39    49|117     
 32449  recovered   age20_39    58|69|79   
 32451  recovered   age20_39    58|73      
 32452  recovered   age20_39    49|65      
 32458  recovered   age20_39    45|83      
 32459  recovered   age20_39    39|70|81   
 32460  recovered   age20_39    50|93      
 32461  recovered   age20_39    48|66      
 32462  recovered   age20_39    45|81      
 32465  recovered   age20_39    53|63|77|83
 32473  recovered   age20_39    47|56|67   
 32475  recovered   age20_39    50|62      
 32476  recovered   age20_39    30|60|69   
 32478  recovered   age20_39    42|57|76   
 32479  recovered   age20_39    70|80      
 32484  recovered   age20_39    60|71      
 32485  recovered   age20_39    50|59      
 32486  recovered   age20_39    55|99      
 32494  recovered   age20_39    58|81      
 32495  recovered   age20_39    68|79      
 32502  recovered   age20_39    52|78      
 32505  recovered   age20_39    52|73      
 32507  recovered   age20_39    67|93      
 32508  recovered   age20_39    51|72      
 32509  recovered   age20_39    51|68      
 32511  recovered   age20_39    70|140     
 32516  recovered   age20_39    49|64      
 32517  recovered   age20_39    46|62      
 32521  recovered   age20_39    60|80      
 32524  recovered   age20_39    52|74      
 32525  recovered   age20_39    55|93      
 32531  recovered   age20_39    65|77      
 32533  recovered   age20_39    56|76      
 32535  recovered   age20_39    81|103     
 32539  recovered   age20_39    40|61      
 32540  recovered   age20_39    52|135     
 32542  recovered   age20_39    63|88      
 32547  recovered   age20_39    46|67|94   
 32551  recovered   age20_39    57|82      
 32556  recovered   age20_39    50|78      
 32558  recovered   age20_39    54|69|107  
 32559  recovered   age20_39    56|65|86   
 32560  recovered   age20_39    51|73      
 32561  recovered   age20_39    39|51|63   
 32563  recovered   age20_39    64|79      
 32564  recovered   age20_39    56|78      
 32565  recovered   age20_39    54|100     
 32567  recovered   age20_39    70|91      
 32570  recovered   age20_39    59|77      
 32574  recovered   age20_39    50|59      
 32576  recovered   age20_39    46|71      
 32583  recovered   age20_39    42|59      
 32587  recovered   age20_39    56|67      
 32588  recovered   age20_39    61|72      
 32591  recovered   age20_39    52|70      
 32592  recovered   age20_39    30|70      
 32598  recovered   age20_39    55|70      
 32599  recovered   age20_39    60|78      
 32605  recovered   age20_39    56|69      
 32606  recovered   age20_39    43|53|64|79
 32607  recovered   age20_39    52|81      
 32610  recovered   age20_39    53|71      
 32614  recovered   age20_39    57|72|83   
 32615  recovered   age20_39    60|73      
 32618  recovered   age20_39    53|74      
 32619  recovered   age20_39    63|77      
 32625  recovered   age20_39    51|61|76   
 32626  recovered   age20_39    55|86      
 32627  recovered   age20_39    69|80      
 32628  recovered   age20_39    51|88      
 32631  recovered   age20_39    59|69      
 32633  recovered   age20_39    51|75      
 32634  recovered   age20_39    62|73      
 32637  recovered   age20_39    55|74      
 32638  recovered   age20_39    56|65|94   
 32642  recovered   age20_39    33|98      
 32643  recovered   age20_39    47|61      
 32644  recovered   age20_39    48|68      
 32646  recovered   age20_39    52|80      
 32647  recovered   age20_39    53|75|96   
 32648  recovered   age20_39    60|87      
 32649  recovered   age20_39    48|73|99   
 32650  recovered   age20_39    59|92      
 32653  recovered   age20_39    55|74      
 32656  recovered   age20_39    54|71      
 32660  recovered   age20_39    24|57      
 32663  recovered   age20_39    51|68|79   
 32667  recovered   age20_39    55|93      
 32668  recovered   age20_39    45|59      
 32669  recovered   age20_39    64|76      
 32670  recovered   age20_39    49|59      
 32675  recovered   age20_39    39|79      
 32676  recovered   age20_39    63|75      
 32679  recovered   age20_39    62|77      
 32680  recovered   age20_39    55|108     
 32682  recovered   age20_39    42|53      
 32683  recovered   age20_39    48|74      
 32684  recovered   age20_39    59|69      
 32687  recovered   age20_39    66|76      
 32688  recovered   age20_39    37|73|83   
 32694  recovered   age20_39    59|82      
 32695  recovered   age20_39    50|68      
 32696  recovered   age20_39    49|77|109  
 32697  recovered   age20_39    72|87|97   
 32700  recovered   age20_39    55|93      
 32704  recovered   age20_39    69|83      
 32709  recovered   age20_39    57|74      
 32711  recovered   age20_39    43|60      
 32714  recovered   age20_39    67|84      
 32715  recovered   age20_39    46|65      
 32716  recovered   age20_39    60|96      
 32719  recovered   age20_39    65|94      
 32721  recovered   age20_39    48|63      
 32722  recovered   age20_39    50|64      
 32724  recovered   age20_39    49|84      
 32726  recovered   age20_39    58|73      
 32728  recovered   age20_39    40|60|72   
 32729  recovered   age20_39    51|71      
 32730  recovered   age20_39    43|64      
 32732  recovered   age20_39    53|69|79   
 32733  recovered   age20_39    57|72      
 32735  recovered   age20_39    65|74      
 32739  recovered   age20_39    51|64      
 32743  recovered   age20_39    55|67      
 32746  recovered   age20_39    59|82      
 32749  recovered   age20_39    50|62      
 32756  recovered   age20_39    49|59      
 32759  recovered   age20_39    54|72      
 32762  recovered   age20_39    60|86      
 32766  recovered   age20_39    60|76      
 32767  recovered   age20_39    70|80      
 32779  recovered   age20_39    68|79      
 32781  recovered   age20_39    59|79      
 32784  recovered   age20_39    74|101     
 32789  recovered   age20_39    58|72      
 32791  recovered   age20_39    51|72      
 32792  recovered   age20_39    54|68      
 32794  recovered   age20_39    53|64      
 32797  recovered   age20_39    60|92      
 32799  recovered   age20_39    39|60      
 32802  recovered   age20_39    34|57      
 32804  recovered   age20_39    36|60      
 32807  recovered   age20_39    50|94      
 32809  recovered   age20_39    40|58      
 32810  recovered   age20_39    64|86      
 32813  recovered   age20_39    66|92      
 32821  recovered   age20_39    57|81      
 32822  recovered   age20_39    50|63|120  
 32824  recovered   age20_39    57|78      
 32825  recovered   age20_39    67|79|89   
 32831  recovered   age20_39    55|83      
 32837  recovered   age20_39    55|70      
 32838  recovered   age20_39    51|79      
 32840  recovered   age20_39    55|64      
 32841  recovered   age20_39    53|80      
 32842  recovered   age20_39    59|83      
 32844  recovered   age20_39    59|68      
 32846  recovered   age20_39    47|86      
 32849  recovered   age20_39    63|85      
 32851  recovered   age20_39    53|69|86   
 32852  recovered   age20_39    52|62      
 32855  recovered   age20_39    57|75|92   
 32856  recovered   age20_39    50|61      
 32858  recovered   age20_39    55|72      
 32860  recovered   age20_39    53|80      
 32864  recovered   age20_39    61|78      
 32866  recovered   age20_39    71|88      
 32869  recovered   age20_39    52|103     
 32872  recovered   age20_39    65|92      
 32873  recovered   age20_39    57|67      
 32877  recovered   age20_39    47|60      
 32878  recovered   age20_39    43|60|74   
 32880  recovered   age20_39    59|102     
 32881  recovered   age20_39    47|59      
 32882  recovered   age20_39    58|68      
 32885  recovered   age20_39    53|74      
 32888  recovered   age20_39    54|66|83   
 32895  recovered   age20_39    57|69      
 32896  recovered   age20_39    54|67      
 32898  recovered   age20_39    44|58      
 32902  recovered   age20_39    63|72      
 32903  recovered   age20_39    62|87      
 32906  recovered   age20_39    63|77      
 32908  recovered   age20_39    63|105     
 32910  recovered   age20_39    59|71|124  
 32913  recovered   age20_39    41|61      
 32916  recovered   age20_39    48|59      
 32920  recovered   age20_39    58|78      
 32922  recovered   age20_39    48|69      
 32924  recovered   age20_39    52|72      
 32926  recovered   age20_39    55|70|90   
 32928  recovered   age20_39    63|111     
 32934  recovered   age20_39    43|62      
 32943  recovered   age20_39    55|78      
 32944  recovered   age20_39    52|64|76   
 32947  recovered   age20_39    59|90      
 32952  recovered   age20_39    57|78      
 32953  recovered   age20_39    55|98      
 32954  recovered   age20_39    61|71|83   
 32956  recovered   age20_39    57|79      
 32957  recovered   age20_39    39|55|65   
 32958  recovered   age20_39    57|73      
 32959  recovered   age20_39    73|88      
 32962  recovered   age20_39    47|77      
 32969  recovered   age20_39    55|64      
 32971  recovered   age20_39    64|85      
 32973  recovered   age20_39    49|70      
 32975  recovered   age20_39    47|64      
 32976  recovered   age20_39    40|74      
 32977  recovered   age20_39    48|63|73   
 32979  recovered   age20_39    63|87      
 32985  recovered   age20_39    59|73      
 32989  recovered   age20_39    61|73      
 32992  recovered   age20_39    52|64      
 32997  recovered   age20_39    60|109     
 33002  recovered   age20_39    53|73      
 33005  recovered   age20_39    52|61      
 33006  recovered   age20_39    53|69      
 33009  recovered   age20_39    41|56|78   
 33022  recovered   age20_39    77|86      
 33025  recovered   age20_39    62|72|85   
 33029  recovered   age20_39    49|70      
 33034  recovered   age20_39    53|64|73   
 33039  recovered   age20_39    53|88      
 33040  recovered   age20_39    56|71      
 33042  recovered   age20_39    44|56      
 33047  recovered   age20_39    74|91      
 33048  recovered   age20_39    52|69|80   
 33054  recovered   age20_39    58|72      
 33062  recovered   age20_39    47|95      
 33065  recovered   age20_39    53|74      
 33067  recovered   age20_39    49|59      
 33070  recovered   age20_39    51|61      
 33072  recovered   age20_39    48|60      
 33075  recovered   age20_39    62|100     
 33081  recovered   age20_39    54|65      
 33082  recovered   age20_39    60|76      
 33085  recovered   age20_39    59|68      
 33086  recovered   age20_39    60|74      
 33092  recovered   age20_39    43|76      
 33093  recovered   age20_39    56|80      
 33094  recovered   age20_39    60|73|83   
 33097  recovered   age20_39    44|89      
 33099  recovered   age20_39    44|54      
 33103  recovered   age20_39    42|89      
 33108  recovered   age20_39    51|100     
 33110  recovered   age20_39    51|71      
 33111  recovered   age20_39    56|89      
 33114  recovered   age20_39    61|73      
 33129  recovered   age20_39    48|86      
 33132  recovered   age20_39    45|62|82   
 33133  recovered   age20_39    46|55      
 33134  recovered   age20_39    60|79      
 33144  recovered   age20_39    49|58      
 33148  recovered   age20_39    49|94      
 33151  recovered   age20_39    50|64      
 33155  recovered   age20_39    66|76      
 33158  recovered   age20_39    82|92      
 33159  recovered   age20_39    49|94      
 33160  recovered   age20_39    45|83|93   
 33162  recovered   age20_39    49|85      
 33163  recovered   age20_39    44|69      
 33165  recovered   age20_39    59|73      
 33167  recovered   age20_39    51|68      
 33173  recovered   age20_39    56|92      
 33175  recovered   age20_39    66|75      
 33176  recovered   age20_39    59|74      
 33186  recovered   age20_39    43|56|74   
 33188  recovered   age20_39    59|88      
 33193  recovered   age20_39    55|80      
 33195  recovered   age20_39    53|65|74   
 33199  recovered   age20_39    61|70      
 33202  recovered   age20_39    61|71      
 33204  recovered   age20_39    56|69      
 33206  recovered   age20_39    46|65      
 33209  recovered   age20_39    71|82      
 33213  recovered   age20_39    49|62|74|91
 33215  recovered   age20_39    50|82      
 33218  recovered   age20_39    49|59      
 33226  recovered   age20_39    50|85      
